oh_id,member_id,office_id,start_date,end_date,in_cabinet,estimated_end_date,estimated_start_date
8777,5312,42,1874-01-01,1874-02-26,0,0,1
8778,5312,12,1875-11-25,1880-04-21,0,0,0
8781,5920,12,1885-07-27,1886-01-28,0,0,0
8783,5920,12,1895-07-08,1900-05-11,0,0,0
8784,5917,42,1878-01-01,1880-05-03,0,0,1
8787,5676,12,1886-02-09,1886-07-20,0,0,0
8788,5676,12,1892-08-20,1894-05-03,0,0,0
8789,5702,42,1894-05-03,1894-10-28,0,0,0
8791,6215,42,1892-08-20,1894-05-03,0,0,0
8792,6215,12,1894-05-03,1894-10-24,0,0,0
8793,6055,42,1895-08-30,1900-05-11,0,0,0
8794,6055,12,1900-05-11,1905-12-04,0,0,0
8796,7603,12,1905-12-12,1908-01-28,0,0,0
8797,6188,42,1905-12-12,1908-01-28,0,0,0
8798,6188,12,1908-01-28,1910-10-07,0,0,0
8803,7486,60,1892-06-15,1892-08-11,0,0,0
8804,7486,42,1900-05-11,1905-12-04,0,0,0
8820,3445,23,1852-12-28,1854-06-12,1,0,0
8821,3445,23,1859-06-18,1866-06-26,1,0,0
8822,3445,20,1868-12-09,1870-07-06,1,0,0
8823,3445,20,1886-02-06,1886-07-20,1,0,0
8824,3445,21,1870-07-06,1874-02-17,1,0,0
8825,3445,21,1880-04-28,1885-06-09,1,0,0
8826,2074,13,1818-01-01,1822-12-31,0,1,1
8827,2516,13,1830-01-01,1833-12-31,0,1,1
8828,2516,13,1834-01-01,1834-12-31,0,1,1
8829,2516,25,1835-04-18,1839-09-27,1,0,0
8830,2943,13,1834-01-01,1834-12-31,0,1,1
8831,2943,24,1839-02-15,1841-06-23,0,0,0
8832,2943,39,1841-06-23,1841-08-30,1,0,0
8833,2943,19,1846-01-01,1852-07-01,0,1,1
8834,2943,20,1854-06-12,1855-01-30,1,0,0
8835,2943,13,1835-01-01,1839-12-31,0,1,1
8836,2943,39,1859-06-22,1861-07-25,1,0,0
8837,2943,19,1855-01-01,1858-12-31,0,1,1
8838,2943,19,1861-01-01,1866-12-31,0,1,1
8839,2628,13,1834-01-01,1835-12-31,0,1,1
8840,2628,17,1845-01-01,1846-12-31,0,1,1
8841,2688,13,1852-01-01,1852-12-31,0,1,1
8842,4143,13,1852-01-01,1852-12-31,0,1,1
8843,4143,13,1861-01-01,1866-12-31,0,1,1
8844,4143,69,1868-01-01,1868-12-31,0,1,1
8845,4259,13,1855-01-01,1858-12-31,0,1,1
8846,4259,45,1859-01-01,1865-12-31,0,1,1
8847,4728,13,1856-01-01,1866-12-31,0,1,1
8848,4728,58,1868-11-17,1874-01-26,0,1,1
8849,4728,63,1880-01-01,1882-12-31,0,1,1
8850,4334,13,1857-01-01,1858-12-31,0,1,1
8851,4071,13,1858-01-01,1859-12-31,0,1,1
8852,4396,13,1858-01-01,1859-12-31,0,1,1
8853,4396,40,1866-07-12,1867-05-21,1,0,0
8854,4396,19,1867-01-01,1868-11-11,0,1,1
8855,4396,53,1874-02-21,1878-04-02,1,0,0
8858,4244,13,1866-01-01,1868-12-31,0,1,1
8859,4369,13,1866-01-01,1867-12-31,0,1,1
8860,4369,13,1867-01-01,1868-12-31,0,1,1
8861,4369,13,1886-01-01,1891-12-31,0,1,1
8862,4369,64,1891-09-21,1892-08-11,0,0,0
8863,4579,13,1868-01-01,1874-12-31,0,1,1
8864,4579,13,1880-01-01,1880-12-31,0,1,1
8865,4540,41,1859-04-28,1866-12-31,0,1,1
8866,4540,13,1868-01-01,1871-12-31,0,1,1
8867,4540,13,1871-01-01,1874-12-31,0,1,1
8868,4856,13,1874-01-01,1878-12-31,0,1,1
8869,4856,66,1878-04-02,1880-04-21,0,0,0
8870,5162,13,1874-01-01,1878-12-31,0,1,1
8871,5162,58,1878-01-01,1880-12-31,0,1,1
8872,5162,33,1885-06-24,1886-01-28,1,0,0
8873,5162,36,1895-07-04,1903-10-09,1,0,0
8874,5135,13,1874-01-01,1880-12-31,0,1,1
8875,4265,13,1878-01-01,1880-12-31,0,1,1
8876,4265,31,1859-06-23,1866-05-08,0,0,0
8877,5575,13,1880-01-01,1882-12-31,0,1,1
8878,5575,66,1882-05-08,1884-12-12,0,0,0
8879,5575,77,1886-01-01,1892-12-31,0,1,1
8880,5071,13,1880-01-01,1882-12-31,0,1,1
8881,5071,78,1882-01-01,1885-12-31,0,1,1
8882,5060,73,1872-01-01,1873-12-31,0,1,1
8883,5060,13,1882-01-01,1885-12-31,0,1,1
8884,5060,13,1905-01-01,1908-12-31,0,1,1
8885,5353,13,1883-01-01,1883-12-31,0,1,1
8886,5533,80,1885-01-01,1885-12-31,0,1,1
8887,5533,13,1885-01-01,1886-12-31,0,1,1
8888,5533,20,1887-01-14,1892-08-11,1,0,0
8889,5324,13,1886-01-01,1892-12-31,0,1,1
8890,5324,37,1886-01-01,1886-02-17,0,0,1
8891,5561,13,1886-01-01,1886-12-31,0,1,1
8892,4980,42,1885-01-01,1885-06-27,0,0,1
8893,4980,13,1886-01-01,1891-12-31,0,1,1
8894,4980,66,1891-11-09,1892-08-11,0,0,0
8895,5576,13,1887-01-01,1887-12-31,0,1,1
8896,5833,73,1880-01-01,1881-12-31,0,1,1
8897,5833,41,1881-01-01,1885-12-31,0,1,1
8898,5833,85,1886-02-06,1886-07-20,0,0,0
8899,5833,13,1892-01-01,1894-12-31,0,1,1
8900,5833,48,1894-03-10,1895-06-21,0,0,0
8901,5833,19,1905-01-01,1910-12-31,0,1,1
8902,5833,93,1899-01-01,1906-12-31,0,1,1
8903,6138,13,1895-01-01,1900-12-31,0,1,1
8904,6138,33,1900-11-12,1905-12-04,1,0,0
8906,8719,13,1895-01-01,1908-12-31,0,1,1
8907,8719,13,1908-01-01,1914-12-31,0,1,1
8908,5790,85,1886-01-01,1886-02-06,0,0,1
8909,5790,26,1895-01-01,1898-12-31,0,1,1
8910,5790,13,1898-01-01,1900-12-31,0,1,1
8911,5790,53,1900-11-12,1903-10-12,1,0,0
8912,5790,36,1903-10-09,1905-12-04,1,0,0
8913,5988,13,1900-01-01,1903-12-31,0,1,1
8914,7430,73,1895-01-01,1901-12-31,0,1,1
8915,7430,13,1902-01-01,1905-12-31,0,1,1
8916,7785,83,1902-01-01,1903-12-31,0,1,1
8917,7785,13,1903-01-01,1905-12-31,0,1,1
8918,6153,13,1905-01-01,1907-12-31,0,1,1
8919,5639,13,1905-01-01,1908-12-31,0,1,1
8920,7539,73,1892-01-01,1895-12-31,0,1,1
8921,7539,13,1907-01-01,1908-12-31,0,1,1
8922,7539,80,1908-01-01,1911-12-31,0,1,1
8925,5854,85,1905-12-14,1908-04-12,0,0,0
8926,5854,13,1908-01-01,1909-12-31,0,1,1
8970,1840,16,1843-01-01,1854-12-31,0,1,1
8971,1843,14,1832-12-10,1834-12-29,0,1,1
8972,1843,17,1835-04-08,1839-12-31,0,1,1
8973,5073,64,1886-01-01,1886-02-17,0,0,1
8975,5073,77,1874-01-01,1880-12-31,0,1,1
8976,4294,26,1868-01-01,1871-12-31,0,1,1
8978,4294,77,1883-01-01,1885-12-31,0,1,1
8981,4569,41,1857-03-27,1859-04-23,0,1,1
8982,4569,16,1865-01-01,1867-12-31,0,1,1
8983,2572,25,1839-09-27,1841-08-30,1,0,0
8984,2572,18,1846-01-01,1848-12-31,0,1,1
8985,2572,17,1832-12-12,1833-12-26,0,0,0
8986,3785,17,1845-01-01,1846-12-31,0,1,1
8987,2703,41,1839-01-01,1841-06-23,0,1,1
8988,2703,17,1846-01-01,1849-12-31,0,1,1
8989,4041,17,1848-01-01,1852-12-31,0,1,1
8990,4041,66,1853-01-05,1858-02-21,0,0,0
8991,3546,17,1849-01-01,1852-12-31,0,1,1
8992,4102,17,1855-01-01,1858-12-31,0,1,1
8993,2179,18,1834-01-01,1835-12-31,0,1,1
8994,2179,18,1841-01-01,1841-12-31,0,1,1
8995,2504,18,1845-01-01,1846-12-31,0,1,1
8996,2399,33,1830-11-22,1834-06-07,1,0,0
8997,2399,19,1841-06-29,1846-12-31,0,1,1
8998,2399,33,1852-12-30,1855-03-13,1,0,0
8999,3855,19,1852-07-07,1852-07-01,0,1,1
9000,3855,19,1858-01-01,1859-04-23,0,1,1
9001,3855,19,1866-01-01,1867-12-31,0,1,1
9002,2559,40,1858-03-06,1859-03-07,0,0,0
9003,2559,19,1859-04-28,1859-04-23,0,1,1
9004,4534,19,1874-01-31,1880-12-31,0,1,1
9005,4534,36,1886-01-01,1886-02-06,0,0,1
9006,4534,19,1885-11-24,1886-12-31,0,1,1
9007,5100,19,1886-07-01,1892-12-31,0,1,1
9008,5168,19,1895-07-13,1900-12-31,0,1,1
9009,5168,26,1878-01-01,1880-12-31,0,1,1
9013,8060,95,1905-01-01,1909-12-31,0,1,1
9014,8060,39,1909-06-25,1910-02-14,1,0,0
9049,3481,20,1852-07-07,1852-07-01,0,1,1
9050,3481,33,1858-03-08,1859-06-11,1,0,0
9051,3481,33,1866-07-12,1867-03-08,1,0,0
9052,3481,53,1867-03-08,1868-12-01,1,0,0
9053,4079,26,1852-01-01,1852-12-31,0,1,1
9054,4079,20,1858-02-26,1858-06-05,1,0,0
9055,4079,35,1858-01-01,1858-03-06,0,0,1
9056,4079,36,1858-09-02,1859-06-11,1,0,0
9057,4079,21,1866-07-06,1868-12-01,1,0,0
9059,7855,20,1903-10-09,1905-12-04,1,0,0
9060,7382,48,1905-12-10,1910-11-03,1,0,0
9076,6317,95,1891-01-01,1892-12-31,0,1,1
9077,6317,26,1895-01-01,1898-12-31,0,1,1
9091,3044,24,1834-06-19,1834-11-14,0,0,0
9092,3044,24,1835-04-20,1839-02-15,0,0,0
9093,2025,24,1834-12-18,1835-04-08,0,0,0
9094,3339,24,1846-01-24,1846-06-29,0,0,0
9095,3339,42,1856-11-22,1857-05-28,0,0,0
9096,3415,24,1852-12-30,1858-02-21,0,0,0
9097,3415,40,1859-04-28,1859-06-24,0,0,1
9098,3415,52,1890-01-01,1898-12-31,0,1,1
9099,3662,24,1852-02-28,1852-12-17,0,0,0
9100,4336,24,1858-03-13,1859-06-11,0,0,0
9101,4336,24,1866-07-12,1868-12-01,0,0,0
9102,4336,52,1898-01-01,1899-12-31,0,1,1
9103,4778,24,1868-12-16,1870-12-28,0,0,0
9104,5101,24,1870-12-28,1871-05-17,0,0,0
9105,5693,24,1886-02-22,1886-07-20,0,0,0
9106,5693,77,1893-01-01,1895-12-31,0,1,1
9107,2028,25,1833-04-06,1834-11-14,1,0,0
9108,3677,25,1852-02-28,1852-12-17,0,0,0
9111,3568,26,1841-01-01,1845-12-31,0,1,1
9112,2616,41,1839-01-01,1841-06-23,0,1,1
9113,2616,26,1841-01-01,1841-12-31,0,1,1
9114,2616,38,1849-04-17,1852-02-21,0,0,0
9115,3437,26,1841-01-01,1846-12-31,0,1,1
9116,3437,64,1853-01-05,1855-11-30,0,0,0
9117,3048,26,1846-01-01,1847-12-31,0,1,1
9118,3048,56,1851-01-01,1857-12-31,0,1,1
9119,3645,26,1846-01-01,1846-12-31,0,1,1
9120,3793,26,1852-01-01,1852-12-31,0,1,1
9121,4174,26,1855-01-01,,0,0,1
9122,5021,26,1871-01-01,1873-12-31,0,1,1
9123,5814,26,1884-01-01,1885-12-31,0,1,1
9125,5814,78,1892-07-04,1894-12-31,0,1,1
9126,5814,36,1894-03-10,1895-06-21,1,0,0
9127,5814,39,1905-12-10,1908-10-13,1,0,0
9128,6267,26,1905-01-01,1905-12-31,0,1,1
9147,2843,41,1833-01-01,1833-12-31,0,1,1
9148,2843,27,1832-02-08,1832-11-30,0,0,0
9149,2969,27,1834-06-19,1834-11-14,0,0,0
9150,2969,27,1835-04-20,1838-03-21,0,0,0
9151,2161,27,1836-01-01,1836-12-31,0,1,1
9152,2912,41,1844-01-01,1845-12-31,0,1,1
9153,2912,27,1845-08-07,1846-06-29,0,0,0
9154,2169,28,1834-12-19,1835-04-08,0,0,0
9155,3056,28,1834-05-17,1834-11-14,0,0,0
9156,3056,28,1835-04-20,1835-04-20,0,0,0
9157,3814,68,1835-01-07,1835-04-08,0,0,0
9158,3814,68,1841-09-09,1846-06-29,0,0,0
9159,3814,28,1842-10-26,1846-06-29,0,0,0
9160,3597,28,1846-07-06,1851-04-07,0,0,0
9161,4120,68,1850-02-07,1852-02-21,0,0,0
9162,4120,28,1852-12-30,1858-02-21,0,0,0
9163,4120,28,1859-01-01,1859-04-15,0,0,1
9164,4120,28,1868-12-10,1869-10-14,0,0,0
9165,4611,42,1858-01-01,1858-02-26,0,0,1
9166,4611,28,1859-04-15,1859-06-11,0,0,0
9167,5027,68,1866-07-12,1868-12-01,0,0,0
9168,5027,28,1867-02-28,1868-12-01,0,0,0
9169,5027,28,1874-02-26,1874-07-21,0,0,0
9170,4957,68,1862-11-11,1866-06-26,0,0,0
9171,4957,68,1868-12-14,1874-02-17,0,0,0
9172,4957,28,1869-10-14,1874-02-17,0,0,0
9173,5574,68,1874-07-21,1876-12-05,0,0,0
9174,5574,28,1874-07-21,1880-04-21,0,0,0
9175,5845,28,1880-05-05,1881-08-19,0,0,0
9176,6013,68,1876-12-05,1880-04-21,0,0,0
9177,6013,28,1885-07-02,1886-01-28,0,0,0
9178,5959,68,1885-07-02,1886-01-28,0,0,0
9179,5959,68,1886-01-01,1886-02-13,0,0,1
9180,5959,28,1888-10-27,1891-10-01,0,0,0
9181,6432,68,1891-10-01,1892-08-11,0,0,0
9182,6432,68,1895-07-11,1896-05-14,0,0,0
9183,6432,28,1896-05-14,1903-10-17,0,0,0
9184,6432,88,1903-10-09,1905-02-02,1,0,0
9185,7953,28,1903-10-17,1905-12-04,0,0,0
9186,7953,68,1896-05-14,1905-10-17,0,0,0
9187,7261,28,1905-12-12,1909-02-14,0,0,0
9188,7261,68,1894-03-22,1895-06-21,0,0,0
9189,7325,68,1905-01-01,1905-10-17,0,0,1
9190,7325,28,1909-02-14,1913-10-30,0,0,0
9193,7462,42,1905-01-01,1905-12-12,0,0,1
9203,2322,29,1830-11-23,1834-11-14,0,0,0
9204,2322,31,1846-08-03,1847-07-23,0,0,0
9205,3108,29,1846-07-06,1847-07-23,0,0,0
9206,3108,31,1847-07-23,1852-02-21,0,0,0
9207,2240,29,1847-07-23,1851-07-23,0,0,0
9208,4017,29,1851-07-23,1852-02-21,0,0,0
9209,4017,31,1853-01-04,1858-02-21,0,0,0
9210,3925,29,1853-01-04,1856-07-25,0,0,0
9211,3225,29,1852-02-27,1852-12-17,0,0,0
9212,3225,29,1858-02-26,1859-06-11,0,0,0
9213,4217,29,1856-07-25,1858-02-21,0,0,0
9214,4217,51,1859-06-23,1866-06-26,0,0,0
9215,4217,51,1868-12-12,1872-02-25,0,0,0
9216,4826,29,1866-07-10,1868-12-01,0,0,0
9217,4878,31,1866-05-08,1866-06-26,0,0,0
9218,4878,29,1868-12-12,1874-02-17,0,0,0
9219,5290,29,1874-03-02,1879-02-04,0,0,0
9220,4994,29,1874-01-01,1874-03-02,0,0,1
9221,5252,29,1879-02-04,1880-04-21,0,0,0
9222,5122,29,1880-05-03,1885-06-09,0,0,0
9223,5674,29,1885-06-27,1886-01-28,0,0,0
9224,5674,29,1886-01-01,1886-02-10,0,0,1
9225,5674,29,1895-07-10,1905-12-04,0,0,0
9226,6177,82,1886-02-13,1886-07-20,0,0,0
9227,6177,29,1892-08-25,1895-06-21,0,0,0
9228,6880,29,1898-01-01,1905-12-18,0,0,1
9229,6880,87,1905-01-01,1911-12-31,0,1,1
9231,7298,29,1905-12-18,1915-05-25,0,0,0
9232,7298,92,1909-06-05,1910-02-20,0,0,0
9249,2889,31,1841-09-09,1846-06-29,0,0,0
9250,3404,31,1852-02-27,1852-12-17,0,0,0
9251,3404,31,1858-01-01,1858-02-26,0,0,1
9252,3404,51,1866-01-01,1866-07-10,0,0,1
9253,4348,31,1867-02-27,1868-12-01,0,0,0
9254,5169,31,1874-03-02,1875-12-14,0,0,0
9255,4690,31,1875-12-14,1880-04-21,0,0,0
9256,5499,31,1885-06-27,1886-01-28,0,0,0
9257,5499,31,1886-01-01,1886-02-17,0,0,1
9258,6429,31,1894-03-13,1895-06-21,0,0,0
9259,6429,73,1893-01-01,1894-12-31,0,1,1
9260,6223,31,1896-01-01,1900-12-04,0,0,1
9261,6427,31,1900-12-04,1903-10-13,0,0,0
9262,6427,80,1903-01-01,1905-12-31,0,1,1
9263,7314,57,1903-01-01,1910-12-31,0,1,1
9264,7314,31,1903-10-13,1905-12-04,0,0,0
9266,8322,31,1909-12-20,1912-02-21,0,0,0
9272,8023,73,1900-01-01,1905-12-31,0,1,1
9291,2466,32,1835-04-22,1841-08-30,1,0,0
9292,2466,38,1846-01-01,1846-03-02,0,0,1
9293,2466,39,1850-03-06,1852-02-21,1,0,0
9295,3116,41,1834-01-01,1835-12-31,0,1,1
9296,3116,38,1841-09-16,1846-03-02,1,0,0
9297,3116,32,1846-02-14,1846-06-29,0,0,0
9298,3961,32,1852-03-01,1852-12-17,0,0,0
9299,3961,32,1858-03-04,1859-06-11,0,0,0
9300,2661,45,1852-01-01,1853-12-31,0,1,1
9301,2661,39,1867-06-26,1868-11-07,0,0,0
9302,2661,32,1868-09-29,1868-12-01,0,0,0
9303,4876,57,1868-01-01,1874-12-31,0,1,1
9304,4876,32,1885-01-01,1886-01-23,0,0,1
9305,4876,79,1886-07-01,1887-12-31,0,1,1
9306,4876,75,1874-01-01,1880-12-31,0,1,1
9307,5872,32,1886-01-01,1886-01-23,0,0,1
9308,5872,32,1892-08-22,1895-06-21,1,0,0
9309,5872,36,1905-12-10,1910-11-03,1,0,0
9310,5221,66,1874-02-21,1877-08-14,0,0,0
9311,5221,33,1877-08-14,1880-04-21,1,0,0
9312,5221,53,1885-06-24,1886-01-28,1,0,0
9313,5221,53,1886-01-01,1886-02-06,0,0,1
9314,5221,32,1886-01-23,1886-01-28,0,0,0
9315,5221,59,1887-01-17,1891-10-01,1,0,0
9316,5221,84,1887-01-17,1891-10-01,0,0,0
9318,5720,32,1891-11-09,1892-08-11,0,0,0
9320,6390,95,1898-01-01,1900-12-31,0,1,1
9321,6390,32,1900-11-09,1905-03-12,1,0,0
9322,8225,32,1905-01-01,1905-03-12,0,0,1
9324,3149,34,1830-01-01,1834-12-31,0,1,1
9325,3175,34,1846-07-13,1849-05-21,0,0,0
9326,3768,34,1853-01-06,1858-02-21,0,0,0
9327,4650,34,1859-01-01,1859-03-09,0,0,1
9328,4016,34,1859-01-01,1859-03-09,0,0,1
9329,3859,41,1846-01-01,1852-07-01,0,1,1
9330,3859,41,1858-01-01,1859-04-23,0,1,1
9331,3859,34,1866-07-16,1868-12-01,0,0,0
9332,3859,69,1874-01-01,1876-12-31,0,1,1
9333,5255,92,1886-02-07,1886-04-12,0,0,0
9334,5255,39,1886-04-16,1886-07-20,0,0,0
9335,5255,34,1892-01-01,1895-12-31,0,1,1
9336,3008,53,1834-01-01,1835-12-31,0,1,1
9337,3008,35,1852-02-28,1852-12-17,1,0,0
9338,4342,36,1866-07-06,1867-03-08,1,0,0
9339,8151,73,1906-01-01,1908-12-31,0,1,1
9347,8151,73,1908-01-01,1910-12-31,0,1,1
9354,3098,38,1834-12-23,1835-04-08,0,0,0
9355,3098,39,1841-09-03,1846-06-29,1,0,0
9356,3101,39,1834-12-26,1835-02-20,0,0,0
9357,2534,39,1852-03-01,1852-12-17,0,0,0
9358,3963,39,1855-12-07,1858-02-21,1,0,0
9359,3661,39,1866-07-10,1867-06-26,0,0,0
9360,3661,40,1867-05-21,1868-12-01,0,0,0
9361,4548,45,1865-01-01,1872-12-31,0,1,1
9362,4548,80,1873-01-01,1874-12-31,0,1,1
9363,4548,78,1880-03-31,1882-12-31,0,1,1
9364,4548,39,1882-01-01,1882-07-25,0,0,1
9365,5148,39,1885-06-24,1886-01-28,0,0,0
9366,5148,90,1889-09-09,1892-08-11,1,0,0
9367,5148,78,1895-07-13,1900-12-31,0,1,1
9368,3706,39,1886-07-01,1886-08-03,0,0,1
9369,4892,39,1886-02-06,1886-04-16,0,0,0
9370,5672,39,1902-08-11,1905-12-04,0,0,0
9371,5672,75,1895-01-01,1902-12-31,0,1,1
9372,5672,41,1885-11-24,1886-12-31,0,1,1
9373,5672,41,1886-07-01,1892-12-31,0,1,1
9374,5672,93,1895-01-01,1902-12-31,0,1,1
9375,7390,73,1892-01-01,1895-12-31,0,1,1
9376,7390,82,1905-12-18,1908-06-03,0,0,0
9377,7390,75,1908-01-01,1910-12-31,0,1,1
9381,7390,93,1908-01-01,1910-12-31,0,1,1
9388,7244,73,1903-01-01,1905-12-31,0,1,1
9392,3695,40,1852-03-01,1852-12-17,0,0,0
9393,3745,40,1859-03-07,1859-06-11,0,0,0
9394,2585,41,1834-01-01,1835-12-31,0,1,1
9395,2726,41,1834-01-01,1834-12-29,0,1,1
9396,3107,41,1835-01-06,1837-07-17,0,1,1
9397,3430,41,1840-01-01,1841-06-23,0,1,1
9398,3430,63,1855-01-01,1857-12-31,0,1,1
9399,3226,41,1841-06-29,1846-12-31,0,1,1
9400,2757,41,1841-06-29,1846-12-31,0,1,1
9401,3537,41,1845-01-01,1846-12-31,0,1,1
9402,3765,41,1846-01-01,1846-12-31,0,1,1
9403,3148,41,1846-01-01,1847-07-23,0,1,1
9404,3485,41,1846-01-01,1846-12-31,0,1,1
9405,3512,41,1846-01-01,1852-07-01,0,1,1
9406,3469,41,1847-07-29,1848-12-31,0,1,1
9407,3673,41,1852-07-07,1855-12-31,0,1,1
9408,3911,41,1852-07-07,1854-12-31,0,1,1
9409,3857,41,1852-07-07,1852-07-01,0,1,1
9410,3790,41,1852-07-07,1855-12-31,0,1,1
9411,3820,41,1852-07-07,1852-07-01,0,1,1
9412,3551,41,1855-01-01,1858-12-31,0,1,1
9413,4277,41,1855-01-01,1855-12-31,0,1,1
9414,4163,41,1858-01-01,1859-04-23,0,1,1
9415,4163,74,1858-01-01,1859-12-31,0,1,1
9416,4163,41,1866-01-01,1868-11-11,0,1,1
9417,4163,74,1866-01-01,1868-12-31,0,1,1
9418,4383,41,1859-04-28,1859-04-23,0,1,1
9419,4448,41,1859-04-28,1861-12-31,0,1,1
9420,4623,41,1862-01-01,1866-12-31,0,1,1
9421,4309,41,1865-07-11,1866-12-31,0,1,1
9422,4051,45,1872-01-01,1872-12-31,0,1,1
9423,4051,41,1866-01-01,1866-12-31,0,1,1
9424,4271,41,1866-01-01,1868-11-11,0,1,1
9425,3718,41,1868-11-17,1869-12-31,0,1,1
9426,4895,41,1868-11-17,1868-11-11,0,1,1
9427,5468,41,1869-01-01,1869-12-31,0,1,1
9428,4834,41,1869-01-01,1874-01-26,0,1,1
9429,4969,41,1873-01-01,1874-01-26,0,1,1
9430,4969,66,1880-04-22,1882-05-08,0,0,0
9431,4969,63,1882-01-01,1882-12-31,0,1,1
9432,5149,41,1874-01-31,1880-12-31,0,1,1
9433,5032,41,1874-01-31,1876-12-31,0,1,1
9434,5107,41,1876-01-01,1880-12-31,0,1,1
9435,4949,41,1880-03-31,1882-12-31,0,1,1
9436,4949,85,1882-05-13,1885-06-09,0,0,0
9437,5578,41,1885-11-24,1886-12-31,0,1,1
9438,5578,41,1886-07-01,1892-12-31,0,1,1
9439,5058,41,1885-11-24,1886-12-31,0,1,1
9440,5810,41,1886-07-01,1892-12-31,0,1,1
9441,5457,41,1886-07-01,1886-12-31,0,1,1
9442,5661,55,1905-12-12,1912-05-23,0,0,0
9444,5661,41,1892-07-04,1895-12-31,0,1,1
9445,5904,73,1886-01-01,1886-12-31,0,1,1
9446,5904,73,1892-01-01,1894-12-31,0,1,1
9447,5904,41,1894-01-01,1895-12-31,0,1,1
9448,6319,41,1895-07-13,1903-12-31,0,1,1
9451,3126,42,1834-01-01,1834-02-25,0,0,1
9452,3126,42,1835-01-01,1835-04-20,0,0,1
9453,2817,42,1834-02-25,1834-11-06,0,0,0
9454,2817,44,1836-01-16,1841-08-30,1,0,0
9455,4407,42,1850-01-01,1850-07-11,0,0,1
9456,4407,42,1858-01-01,1858-02-26,0,0,1
9457,4000,42,1851-03-28,1852-02-21,0,0,0
9458,4279,42,1857-05-28,1858-02-21,0,0,0
9459,4850,42,1868-01-01,1868-02-10,0,0,1
9460,4869,42,1868-01-01,1868-02-10,0,0,1
9461,4869,42,1874-01-01,1874-02-26,0,0,1
9462,5151,42,1870-01-01,1870-08-05,0,0,1
9463,5094,42,1871-11-10,1873-09-26,0,0,0
9464,5579,44,1885-06-24,1886-01-28,1,0,0
9465,5579,42,1874-01-01,1874-02-26,0,0,1
9467,5579,44,1895-06-29,1905-12-04,1,0,0
9468,5529,42,1880-05-03,1885-06-09,0,0,0
9469,5529,67,1886-01-01,1886-12-31,0,1,1
9470,5844,42,1880-01-01,1880-05-03,0,0,1
9471,5853,42,1881-01-01,1882-01-17,0,0,1
9472,5657,42,1886-01-01,1886-02-06,0,0,1
9473,5627,42,1886-01-01,1886-02-06,0,0,1
9474,6224,42,1894-01-01,1894-05-03,0,0,1
9475,6398,42,1908-01-28,1910-03-06,0,0,0
9481,4063,61,1844-01-01,1844-12-31,0,1,1
9482,4063,43,1858-01-01,1859-12-31,0,1,1
9483,7278,60,1905-12-20,1914-07-01,0,0,0
9484,7278,61,1909-12-02,1909-12-31,0,1,0
9486,7485,60,1903-07-08,1905-12-04,0,0,0
9489,7485,61,1905-01-01,1905-12-20,0,0,1
9490,3051,45,1841-01-01,1847-12-31,0,1,1
9491,2857,46,1835-01-01,1841-12-31,0,1,1
9492,2759,46,1846-07-08,1852-02-21,0,0,0
9493,4198,46,1852-01-01,1852-06-18,0,0,1
9494,5788,46,1886-01-01,1886-12-31,0,1,1
9495,5788,85,1892-08-22,1895-06-21,0,0,0
9496,5686,85,1885-06-26,1886-01-28,0,0,0
9497,5686,46,1886-01-01,1887-12-31,0,1,1
9498,2789,48,1855-07-21,1858-02-21,0,0,0
9499,2789,47,1854-01-14,1855-08-13,0,0,0
9500,4643,47,1867-01-01,1868-11-11,0,1,1
9501,4643,58,1867-01-01,1868-11-11,0,1,1
9507,2930,50,1852-01-01,1852-12-31,0,1,1
9508,3091,51,1841-09-07,1846-06-29,0,0,0
9509,3091,51,1852-12-30,1858-02-21,0,0,0
9510,4058,51,1846-01-01,1846-07-08,0,0,1
9514,4734,51,1872-02-25,1874-02-17,0,0,0
9515,4734,75,1880-01-01,1880-12-31,0,1,1
9516,4958,51,1880-05-03,1885-06-09,0,0,0
9517,5601,51,1885-01-01,1886-02-19,0,0,1
9518,5601,51,1886-01-01,1886-02-19,0,0,1
9519,6167,51,1886-02-19,1886-07-20,0,0,0
9520,6360,82,1900-11-07,1905-03-15,0,0,0
9521,6360,90,1905-03-14,1905-12-04,1,0,0
9522,6360,51,1895-07-10,1900-12-03,0,0,0
9523,7234,51,1905-12-18,1907-02-27,0,0,0
9525,8045,82,1906-02-02,1907-02-27,0,0,0
9526,8045,51,1907-02-27,1911-02-06,0,0,0
9530,8186,73,1908-01-01,1910-12-31,0,1,1
9533,2989,52,1874-01-01,1890-12-31,0,1,1
9534,4479,52,1899-01-01,1901-12-31,0,1,1
9535,5026,52,1906-01-01,1907-12-31,0,1,1
9536,5271,52,1908-01-01,1910-12-31,0,1,1
9540,7537,96,1900-01-01,1903-12-31,0,1,1
9541,7537,53,1903-10-12,1905-12-04,1,0,0
9542,6041,53,1905-12-10,1912-06-12,1,0,0
9545,5930,55,1892-08-18,1895-06-21,0,0,0
9546,6101,55,1902-03-11,1905-12-04,0,0,0
9553,6248,82,1892-08-22,1895-06-21,0,0,0
9556,7972,57,1906-01-01,,0,0,1
9568,3326,60,1834-10-21,1834-11-14,0,0,0
9569,3326,60,1835-04-29,1835-09-21,0,0,0
9570,3326,61,1835-01-01,1835-04-29,0,0,1
