oh_id,member_id,office_id,start_date,end_date,in_cabinet,estimated_end_date,estimated_start_date
9424,4271,41,1866-01-01,1868-11-11,,1,1
9425,3718,41,1868-11-17,1869-12-31,,1,1
9426,4895,41,1868-11-17,1868-11-11,,1,1
9427,5468,41,1869-01-01,1869-12-31,,1,1
9428,4834,41,1869-01-01,1874-01-26,,1,1
9429,4969,41,1873-01-01,1874-01-26,,1,1
9430,4969,66,1880-04-22,1882-05-08,0,0,0
9431,4969,63,1882-01-01,1882-12-31,,1,1
9432,5149,41,1874-01-31,1880-12-31,,1,1
9433,5032,41,1874-01-31,1876-12-31,,1,1
9434,5107,41,1876-01-01,1880-12-31,,1,1
9435,4949,41,1880-03-31,1882-12-31,,1,1
9436,4949,85,1882-05-13,1885-06-09,0,0,0
9437,5578,41,1885-11-24,1886-12-31,,1,1
9438,5578,41,1886-07-01,1892-12-31,,1,1
9439,5058,41,1885-11-24,1886-12-31,,1,1
9440,5810,41,1886-07-01,1892-12-31,,1,1
9441,5457,41,1886-07-01,1886-12-31,,1,1
9442,5661,55,1905-12-12,1912-05-23,0,0,0
9443,5661,57,,,,0,0
9444,5661,41,1892-07-04,1895-12-31,,1,1
9445,5904,73,1886-01-01,1886-12-31,,1,1
9446,5904,73,1892-01-01,1894-12-31,,1,1
9447,5904,41,1894-01-01,1895-12-31,,1,1
9448,6319,41,1895-07-13,1903-12-31,,1,1
9449,8678,57,,,,0,0
9450,8678,41,1917-01-01,1922-12-31,,1,1
9451,3126,42,1834-01-01,1834-02-25,,0,1
9452,3126,42,1835-01-01,1835-04-20,,0,1
9453,2817,42,1834-02-25,1834-11-06,0,0,0
9454,2817,44,1836-01-16,1841-08-30,1,0,0
9455,4407,42,1850-01-01,1850-07-11,,0,1
9456,4407,42,1858-01-01,1858-02-26,,0,1
9457,4000,42,1851-03-28,1852-02-21,0,0,0
9458,4279,42,1857-05-28,1858-02-21,0,0,0
9459,4850,42,1868-01-01,1868-02-10,,0,1
9460,4869,42,1868-01-01,1868-02-10,,0,1
9461,4869,42,1874-01-01,1874-02-26,,0,1
9462,5151,42,1870-01-01,1870-08-05,,0,1
9463,5094,42,1871-11-10,1873-09-26,0,0,0
9464,5579,44,1885-06-24,1886-01-28,1,0,0
9465,5579,42,1874-01-01,1874-02-26,,0,1
9467,5579,44,1895-06-29,1905-12-04,1,,
9468,5529,42,1880-05-03,1885-06-09,0,0,0
9469,5529,67,1886-01-01,1886-12-31,,1,1
9470,5844,42,1880-01-01,1880-05-03,,0,1
9471,5853,42,1881-01-01,1882-01-17,,0,1
9472,5657,42,1886-01-01,1886-02-06,,0,1
9473,5627,42,1886-01-01,1886-02-06,,0,1
9474,6224,42,1894-01-01,1894-05-03,,0,1
9475,6398,42,1908-01-28,1910-03-06,0,0,0
9476,8498,42,1910-01-01,1910-03-06,,0,1
9477,8441,42,1911-01-01,1913-10-19,,0,1
9478,7341,42,1913-10-19,1915-05-25,0,0,0
9479,8641,42,1922-03-06,1922-10-19,0,,
9480,5873,43,,,,0,0
9481,4063,61,1844-01-01,1844-12-31,,1,1
9482,4063,43,1858-01-01,1859-12-31,,1,1
9483,7278,60,1905-12-20,1914-07-01,0,0,0
9484,7278,61,1909-12-02,1909-12-31,0,1,0
9485,7278,43,1911-01-01,1913-12-31,,1,1
9486,7485,60,1903-07-08,1905-12-04,0,0,0
9487,7485,61,1916-04-09,1916-12-05,0,0,0
9488,7485,43,1918-06-04,1922-10-19,0,0,0
9489,7485,61,1905-01-01,1905-12-20,,0,1
9490,3051,45,1841-01-01,1847-12-31,,1,1
9491,2857,46,1835-01-01,1841-12-31,,1,1
9492,2759,46,1846-07-08,1852-02-21,0,0,0
9493,4198,46,1852-01-01,1852-06-18,,0,1
9494,5788,46,1886-01-01,1886-12-31,,1,1
9495,5788,85,1892-08-22,1895-06-21,0,0,0
9496,5686,85,1885-06-26,1886-01-28,0,0,0
9497,5686,46,1886-01-01,1887-12-31,,1,1
9498,2789,48,1855-07-21,1858-02-21,0,0,0
9499,2789,47,1854-01-14,1855-08-13,0,0,0
9500,4643,47,1867-01-01,1868-11-11,,1,1
9501,4643,58,1867-01-01,1868-11-11,,1,1
9502,8148,48,1916-12-10,1921-04-01,0,,0
9503,8148,106,1921-04-01,1922-10-19,1,0,0
9504,8128,48,1924-10-29,1924-12-31,,1,1
9505,8655,48,1929-05-30,1931-12-31,,1,1
9506,8655,91,1931-01-01,1935-12-31,,1,1
9507,2930,50,1852-01-01,1852-12-31,,1,1
9508,3091,51,1841-09-07,1846-06-29,0,0,0
9509,3091,51,1852-12-30,1858-02-21,0,0,0
9510,4058,51,1846-01-01,1846-07-08,,0,1
9514,4734,51,1872-02-25,1874-02-17,0,0,0
9515,4734,75,1880-01-01,1880-12-31,,1,1
9516,4958,51,1880-05-03,1885-06-09,0,0,0
9517,5601,51,1885-01-01,1886-02-19,,0,1
9518,5601,51,1886-01-01,1886-02-19,,0,1
9519,6167,51,1886-02-19,1886-07-20,0,0,0
9520,6360,82,1900-11-07,1905-03-15,0,0,0
9521,6360,90,1905-03-14,1905-12-04,1,0,0
9522,6360,51,1895-07-10,1900-12-03,0,0,0
9523,7234,51,1905-12-18,1907-02-27,0,,
9524,8045,57,,,,0,0
9525,8045,82,1906-02-02,1907-02-27,0,0,0
9526,8045,51,1907-02-27,1911-02-06,0,0,
9527,8186,51,1911-02-06,1915-05-25,0,0,0
9528,8186,82,1915-05-30,1916-12-05,0,0,0
9529,8186,57,1911-01-01,1918-12-31,,1,1
9530,8186,73,1908-01-01,1910-12-31,,1,1
9531,9088,57,1924-01-01,,,0,1
9532,9088,51,1924-01-01,1924-12-31,,1,1
9533,2989,52,1874-01-01,1890-12-31,,1,1
9534,4479,52,1899-01-01,1901-12-31,,1,1
9535,5026,52,1906-01-01,1907-12-31,,1,1
9536,5271,52,1908-01-01,1910-12-31,,1,1
9537,5689,52,1918-01-01,1929-12-31,,1,1
9538,8724,52,1951-01-01,1952-12-31,,1,1
9539,8724,95,1939-01-01,1940-12-31,,1,1
9540,7537,96,1900-01-01,1903-12-31,,1,1
9541,7537,53,1903-10-12,1905-12-04,1,0,0
9542,6041,53,1905-12-10,1912-06-12,1,0,
9543,9056,53,1929-01-01,1931-12-31,,1,1
9544,9056,103,1924-10-29,1924-12-31,,1,1
9545,5930,55,1892-08-18,1895-06-21,0,0,0
9546,6101,55,1902-03-11,1905-12-04,0,0,0
9547,7833,55,1916-01-01,1916-08-18,,0,1
9548,8315,55,1919-10-26,1922-10-19,0,0,0
9549,8315,55,1931-01-01,1931-12-31,,1,1
9550,7413,57,,,,0,0
9551,5891,57,,,,0,0
9552,6248,57,,,,0,0
9553,6248,82,1892-08-22,1895-06-21,0,0,0
9554,7976,57,,,,0,0
9555,8112,57,,,,0,0
9556,7972,57,1906-01-01,,,0,1
9557,8159,57,1916-01-01,1916-12-31,,1,1
9558,8592,57,1917-01-01,1918-12-31,,1,1
9559,8592,57,1922-01-01,1923-12-31,,1,1
9560,8942,57,1919-01-01,1923-12-31,,1,1
9561,8896,73,1920-01-01,1922-12-31,,1,1
9562,8896,57,1922-01-01,1923-12-31,,1,1
9563,8633,73,1917-01-01,1919-12-31,,1,1
9564,8633,57,1922-01-01,1922-12-31,,1,1
9565,8815,82,1924-01-01,1929-12-31,,1,1
9566,8815,57,1927-01-01,1927-12-31,,1,1
9568,3326,60,1834-10-21,1834-11-14,0,0,0
9569,3326,60,1835-04-29,1835-09-21,0,0,0
9570,3326,61,1835-01-01,1835-04-29,,0,1
9571,3426,60,1836-11-10,1839-02-11,0,0,0
9572,3426,61,1837-02-03,1838-07-11,0,0,0
9573,3805,60,1842-01-01,1842-09-21,,0,1
9574,3805,61,1842-01-01,1842-11-10,,0,1
9575,3892,60,1853-04-01,1855-03-01,0,0,0
9576,3892,61,1855-03-01,1856-03-01,0,0,0
9577,4119,60,1852-02-01,1852-12-17,0,0,0
9578,4119,61,1858-02-21,1859-06-11,0,0,0
9579,4385,60,1859-01-01,1859-01-01,,0,1
9580,4313,60,1859-02-01,1859-07-31,,0,0
9581,4772,60,1860-02-01,1860-12-31,0,0,0
9582,4772,61,1861-01-01,1865-01-01,0,0,0
9583,4861,60,1866-08-03,1866-11-08,0,0,0
9584,4861,61,1866-01-01,1866-07-25,,0,1
9585,5435,60,1872-11-18,1874-02-17,0,0,0
9586,5435,61,1880-05-10,1881-11-17,0,0,0
9587,6092,60,1880-01-01,1880-05-24,,0,1
9588,6092,61,1887-08-15,1890-08-15,0,0,0
9589,5729,60,1880-05-24,1881-11-18,0,0,0
9590,5729,61,1881-11-17,1883-01-03,0,0,0
9591,5890,60,1883-12-19,1885-01-01,0,0,0
9592,6354,60,1888-08-15,1890-08-15,0,0,0
9593,6354,61,1890-08-15,1892-08-11,0,0,0
9594,7206,61,1895-07-08,1905-12-04,0,0,0
9595,7206,60,1890-08-15,1892-06-15,0,0,0
9596,7222,60,1892-01-01,1892-06-15,,0,1
9597,7563,60,1895-08-28,1898-03-03,0,0,0
9598,7523,60,1897-01-01,1897-12-31,,1,1
9599,8448,60,1917-03-19,1917-09-12,0,0,0
9600,8780,60,1917-01-01,1917-03-19,,0,1
9601,8780,61,1918-04-07,1919-07-06,0,0,0
9602,8899,60,1919-07-06,1921-06-12,0,0,0
9603,8898,61,1921-08-05,1922-10-19,0,0,0
9604,8898,60,1921-06-12,1922-10-19,0,0,0
9605,3429,61,1838-07-11,1840-08-11,0,0,0
9606,4097,61,1850-09-23,1852-02-21,0,0,0
9607,4993,61,1866-07-25,1866-11-01,0,0,0
9608,5009,61,1867-01-01,1867-06-01,0,1,0
9609,5537,61,1877-02-15,1880-04-21,0,0,0
9610,5537,67,1885-01-01,1892-12-31,,1,1
9611,5537,67,1895-01-01,1905-12-31,,1,1
9612,8253,61,1905-12-20,1909-12-02,0,0,0
9613,7987,61,1915-06-08,1916-04-09,0,0,0
9614,6151,62,1892-01-01,1895-12-31,,1,1
9615,3733,64,1859-01-01,1859-06-24,,0,1
9616,4822,64,1880-05-03,1884-11-07,0,0,0
9617,5837,64,1892-08-18,1895-06-21,1,0,0
9618,5837,75,1886-01-01,1886-12-31,,1,1
9619,5837,87,1886-01-01,1892-12-31,,1,1
9620,5837,93,1886-01-01,1886-12-31,,1,1
9621,7255,82,1895-01-01,1900-12-31,,1,1
9622,7255,85,1900-01-01,1903-10-12,,0,1
9623,7255,64,1903-10-09,1905-12-04,1,0,0
9624,7494,64,1916-01-01,1916-01-18,,0,1
9625,8545,64,1929-01-01,1931-12-31,,1,1
9626,8545,79,1931-10-27,1931-12-31,,1,1
9627,3459,65,,,,0,0
9629,5766,66,1903-04-10,1903-10-09,0,0,0
9630,8737,73,1919-01-01,1919-12-31,,1,1
9631,8737,66,1921-01-01,1922-12-31,,1,1
9632,8737,114,1931-01-01,1931-12-31,,1,1
9633,8737,106,1931-10-27,1935-10-25,,1,1
9634,8737,93,1922-01-01,1923-12-31,,1,1
9635,8175,66,1922-01-01,1923-12-31,,1,1
9636,5247,67,1900-01-01,1905-12-31,,1,1
9637,3845,68,1840-05-09,1841-08-30,0,0,0
9638,3845,68,1846-07-06,1850-02-07,0,0,0
9639,6380,68,1888-10-27,1890-10-31,0,0,0
9640,7899,73,,,,0,0
9641,7899,68,1909-02-18,1913-10-30,0,0,0
9642,3931,70,,,,0,0
9643,5750,70,1894-05-01,1895-06-21,0,0,0
9644,3939,71,1839-01-01,1847-12-31,,1,1
9645,4035,72,1859-01-01,,,0,1
9646,4153,73,1852-01-01,,,0,1
9647,7596,73,,,,0,0
9648,7638,73,,,,0,0
9649,7962,73,,,,0,0
9650,8110,73,,,,0,0
9651,8002,73,,,,0,0
9652,7881,73,,,,0,0
9653,8538,73,,,,0,0
9654,9010,73,,,,0,0
9655,7741,73,,,,0,0
9656,7964,73,,,,0,0
9657,8114,73,,,,0,0
9658,8018,73,,,,0,0
9659,8113,73,,,,0,0
9660,8995,73,,,,0,0
9661,8673,73,,,,0,0
9662,9127,73,,,,0,0
9663,5771,73,1885-01-01,,,0,1
9664,6253,73,1886-01-01,1892-12-31,,1,1
9665,6314,73,1887-01-01,1892-12-31,,1,1
9666,6314,73,1895-01-01,1900-12-31,,1,1
9667,6309,73,1887-01-01,1892-12-31,,1,1
9668,8883,73,,,,0,0
9669,6395,73,1896-01-01,1901-12-31,,1,1
9670,6395,73,1888-01-01,1892-12-31,,1,1
9671,7843,73,1895-01-01,1898-12-31,,1,1
9672,7843,73,1900-01-01,1903-12-31,,1,1
9673,7843,73,1916-01-01,1919-12-31,,1,1
9674,7660,73,1895-01-01,,,0,1
9675,7750,73,1895-01-01,1898-12-31,,1,1
9676,7591,73,1897-01-01,1899-12-31,,1,1
9677,7968,73,1900-01-01,1903-12-31,,1,1
9678,6399,73,1901-01-01,1903-12-31,,1,1
9679,8187,73,1906-01-01,1909-12-31,,1,1
9680,8187,73,1909-01-01,1910-12-31,,1,1
9681,8137,73,1906-01-01,1909-12-31,,1,1
9682,8326,73,1906-01-01,1908-12-31,,1,1
9683,8336,73,1908-01-01,1910-12-31,,1,1
9684,8226,73,1908-01-01,1915-12-31,,1,1
9685,8091,73,1908-01-01,1915-12-31,,1,1
9686,8235,73,1908-01-01,1910-12-31,,1,1
9687,8505,73,1909-01-01,1918-12-31,,1,1
9688,8381,73,1909-01-01,1909-12-31,,1,1
9689,8381,104,1932-01-01,1935-12-31,,1,1
9690,8399,73,1909-01-01,1910-12-31,,1,1
9691,8399,73,1919-01-01,1922-12-31,,1,1
9692,8450,73,1910-01-01,1914-12-31,,1,1
9693,8459,73,1910-01-01,1918-12-31,,1,1
9694,8608,85,1912-06-14,1915-05-25,0,0,0
9695,8608,73,1910-01-01,1911-12-31,,1,1
9696,8552,73,1910-01-01,1915-12-31,,1,1
9697,8500,109,1932-01-01,1936-12-31,,1,1
9698,8500,93,1924-01-01,1926-12-31,,1,1
9699,8500,82,1919-08-08,1920-02-10,0,0,0
9700,8500,73,1910-01-01,1914-12-31,,1,1
9701,8500,73,1915-01-01,1916-12-31,,1,1
9702,8173,73,1916-01-01,1916-12-31,,1,1
9703,8173,73,1910-01-01,1912-12-31,,1,1
9704,8478,73,1911-01-01,1915-12-31,,1,1
9705,8524,73,1912-01-01,1914-12-31,,1,1
9706,8521,73,1913-01-01,1915-12-31,,1,1
9707,8656,73,1914-01-01,1918-12-31,,1,1
9708,8409,73,1915-01-01,1918-12-31,,1,1
9709,8726,73,1915-01-01,1915-12-31,,1,1
9710,8269,73,1916-01-01,1916-12-31,,1,1
9711,8739,73,1916-01-01,1918-12-31,,1,1
9712,8563,73,1917-01-01,,,0,1
9713,8480,73,1917-01-01,1918-12-31,,1,1
9714,8833,73,1918-01-01,1922-12-31,,1,1
9715,8692,73,1918-01-01,1918-12-31,,1,1
9716,8692,73,1919-01-01,1920-12-31,,1,1
9717,8921,73,1919-01-01,,,0,1
9718,8842,73,1919-01-01,,,0,1
9719,8508,73,1919-01-01,1921-12-31,,1,1
9720,8508,73,1924-01-01,1927-12-31,,1,1
9721,8794,73,1919-01-01,1919-12-31,,1,1
9722,8950,73,1919-01-01,1920-12-31,,1,1
9723,8950,73,1921-01-01,1921-12-31,,1,1
9724,9054,73,1919-01-01,1919-12-31,,1,1
9725,9054,82,1922-07-04,1922-07-26,0,0,0
9726,8866,73,1919-01-01,1919-12-31,,1,1
9727,8998,73,1920-01-01,1921-12-31,,1,1
9728,8982,73,1920-01-01,1929-12-31,,1,1
9729,8848,73,1920-01-01,1920-12-31,,1,1
9730,7274,73,1921-01-01,1924-12-31,,1,1
9731,9015,73,1921-01-01,1922-12-31,,1,1
9732,8560,73,1921-01-01,1922-12-31,,1,1
9733,9102,73,1921-01-01,1922-12-31,,1,1
9734,9102,89,1943-01-01,1945-12-31,,1,1
9735,9102,77,1945-01-01,1945-12-31,,1,1
9736,9155,73,1922-01-01,1922-12-31,,1,1
9737,8786,73,1922-01-01,1922-12-31,,1,1
9738,8786,82,1924-01-01,1927-12-31,,1,1
9739,8786,113,1931-01-01,1935-12-31,,1,1
9740,8786,113,1935-01-01,1937-12-31,,1,1
9741,8786,95,1935-01-01,1935-12-31,,1,1
9742,8786,95,1937-01-01,1938-12-31,,1,1
9743,8786,118,1938-01-01,1938-12-31,,1,1
9744,9189,73,1922-01-01,1924-12-31,,1,1
9745,9193,73,1922-01-01,1922-12-31,,1,1
9746,9162,73,1923-01-01,1924-12-31,,1,1
9747,8716,73,1924-01-01,1929-12-31,,1,1
9748,8813,73,1924-01-01,1924-12-31,,1,1
9749,9046,73,1924-01-01,1924-12-31,,1,1
9750,7348,73,1927-01-01,1928-12-31,,1,1
9751,9002,73,1931-01-01,1931-12-31,,1,1
9752,8863,73,1931-01-01,1937-12-31,,1,1
9753,4541,75,1868-01-01,1868-12-31,,1,1
9754,7256,75,1905-01-01,1908-12-31,,1,1
9755,7256,93,1905-01-01,1908-12-31,,1,1
9757,9041,77,1929-01-01,1931-12-31,,1,1
9758,9120,89,1928-01-01,1929-12-31,,1,1
9759,9120,77,1931-01-01,1942-12-31,,1,1
9760,8763,79,1916-01-01,1916-08-18,,0,1
9761,8115,89,1911-01-01,1918-12-31,,1,1
9762,8115,79,1931-10-27,1932-12-31,,1,1
9763,5304,80,1895-01-01,1895-12-31,,1,1
9764,5304,90,1900-11-16,1903-05-20,1,0,0
9765,4560,81,1874-03-04,1880-04-21,0,0,0
9766,5772,93,1886-01-01,1890-12-31,,1,1
9767,5772,81,1884-01-01,1885-07-01,,0,1
9768,5687,81,1885-07-01,1886-01-28,0,0,0
9769,5687,81,1886-01-01,1886-02-15,,0,1
9770,6438,81,1905-12-18,1915-05-25,0,0,0
9771,4622,82,1865-04-21,1866-06-26,0,0,0
9772,5644,82,1886-02-13,1886-07-20,0,0,0
9773,7368,82,1905-12-21,1909-07-07,0,0,0
9774,7368,104,1910-01-01,1910-01-03,,0,1
9775,7716,82,1911-01-19,1915-05-25,0,0,0
9776,8261,82,1912-02-23,1912-04-16,0,0,0
9777,9164,82,1923-01-01,1923-12-31,,1,1
9778,9143,87,1922-01-01,1924-12-31,,1,1
9779,9143,82,1924-01-01,1924-12-31,,1,1
9780,9143,87,1924-01-01,1925-12-31,,1,1
9781,4814,85,1877-08-13,1880-04-21,0,0,0
9782,5948,85,1895-07-03,1903-10-12,0,0,0
9783,6289,85,1903-10-12,1905-12-04,0,0,0
9784,8295,85,1910-03-04,1911-01-31,0,0,0
9785,7518,85,1919-12-18,1921-04-01,0,0,0
9786,8732,85,1922-01-01,1923-12-31,,1,1
9787,8484,85,1923-01-01,1924-12-31,,1,1
9789,4855,46,1874-01-01,1880-12-31,,1,1
9790,4934,87,,,,0,0
9791,6208,87,,,,0,0
9792,7285,87,,1911-12-31,,1,0
9793,7262,88,1908-04-12,1912-02-13,1,0,
9794,7262,87,1906-01-01,1906-12-31,,1,1
9795,8434,87,1911-01-01,1916-12-31,,1,1
9796,8372,87,1915-01-01,1919-12-31,,1,1
9797,8433,87,1919-01-01,1923-12-31,,1,1
9798,9113,87,1919-01-01,,,0,1
9799,9141,87,1923-01-01,1924-12-31,,1,1
9800,9141,128,1931-01-01,1932-12-31,,1,1
9801,9141,87,1932-01-01,1934-12-31,,1,1
9802,5137,89,,,,0,0
9803,5640,89,,,,0,0
9804,5761,89,,,,0,0
9805,7529,89,1905-01-01,1906-12-31,,1,1
9806,6270,89,1906-01-01,1910-12-31,,1,1
9807,8984,89,1924-01-01,1929-12-31,,1,1
9808,6155,90,1892-08-25,1895-06-21,0,0,0
9809,7445,90,1916-01-01,1919-12-31,,1,1
9810,8586,93,1915-01-01,1916-12-31,,1,1
9811,8680,93,1918-01-01,1922-12-31,,1,1
9812,8755,93,1935-01-01,1945-12-31,,1,1
9813,5754,94,1895-01-01,1902-12-31,,1,1
9814,5927,96,1895-01-01,1900-12-31,,1,1
9815,6178,97,,,,0,0
9816,6367,99,1891-01-01,1892-12-31,,1,1
9817,8202,103,1916-12-10,1917-08-17,1,0,0
9818,8202,108,1917-08-17,1919-01-10,0,0,0
9819,8051,104,1910-01-03,1910-02-20,0,0,0
9820,8544,105,1924-01-01,1924-12-31,,1,1
9821,8544,105,1929-01-01,1930-12-31,,1,1
9822,8001,107,1900-01-01,1902-12-31,,1,1
9823,9125,108,1924-01-01,1924-12-31,,1,1
9824,9125,108,1929-01-01,1931-12-31,,1,1
9825,8631,109,1924-10-29,1931-12-31,,1,1
9826,9085,128,1922-01-01,1924-12-31,,1,1
9827,3567,131,1853-01-05,1858-02-21,0,0,0
9828,3790,82,1853-01-01,1855-03-07,0,0,0
9829,3911,82,1853-01-01,1854-03-06,0,0,0
9830,3984,82,1854-03-06,1855-04-16,0,0,0
9831,3126,44,1852-12-28,1858-02-21,1,0,0
9832,1885,84,1854-06-12,1855-01-30,1,0,0
9833,6592,37,1853-01-04,1855-12-07,1,0,0
9834,1584,132,1852-12-28,1855-01-30,1,0,0
9835,3446,133,1852-12-28,1855-02-16,0,0,0
9836,6580,21,1853-02-21,1858-02-21,1,0,0
9837,3370,134,1852-12-28,1855-12-31,0,1,0
9838,4084,136,1852-12-28,1855-01-30,0,0,0
9839,4084,138,1854-06-12,1855-01-30,0,0,0
9840,3346,81,1852-12-30,1855-01-30,0,0,0
9841,4218,161,1852-12-30,1855-01-30,0,0,0
9842,2595,39,1853-01-03,1854-06-21,0,0,0
9843,3445,39,1854-06-21,1855-01-30,1,0,0
9844,3241,25,1852-12-30,1855-01-30,1,0,0
9845,2930,48,1853-01-05,1855-07-21,1,0,0
9846,2116,141,1852-09-30,1855-06-28,0,0,0
9847,4198,42,1853-01-05,1855-01-30,0,0,0
9848,3963,40,1852-12-30,1855-01-30,0,0,0
9849,4075,144,1853-01-07,1856-05-09,0,0,0
9850,2283,146,1853-01-15,1858-02-21,0,0,0
9851,2556,147,1853-01-21,1858-02-21,0,0,0
9852,2731,150,1852-12-30,1858-02-21,0,0,0
9853,3518,151,1852-12-30,1858-02-21,0,0,0
9854,3121,70,1853-01-13,1858-02-21,0,0,0
9855,2711,70,1853-01-13,1858-02-21,0,0,0
9856,1664,2,1834-12-10,1835-04-08,1,0,0
9857,1664,59,1834-12-10,1835-04-08,1,0,0
9858,1664,84,1834-12-10,1835-04-08,1,0,0
9859,1664,1,1834-12-10,1835-04-08,1,0,0
9860,2884,66,1834-12-20,1835-04-08,0,0,0
9861,1703,131,1834-12-19,1835-04-08,0,0,0
9862,1975,82,1834-12-26,1835-04-08,0,0,0
9863,3116,82,1834-12-26,1835-04-08,0,0,0
9864,2585,82,1834-12-26,1835-04-08,0,0,0
9865,3114,82,1834-12-26,1835-04-08,0,0,0
9866,3104,82,1834-12-26,1835-01-27,0,0,0
9867,2898,82,1835-03-14,1835-04-08,0,0,0
9868,1995,44,1834-11-21,1834-12-09,1,0,0
9869,6541,37,1834-12-15,1835-04-08,1,0,0
9870,1824,132,1834-12-15,1835-04-08,1,0,0
9871,1299,21,1834-11-17,1834-12-09,1,0,0
9872,1299,130,1834-11-17,1834-12-09,1,0,0
9873,2628,134,1834-12-17,1835-04-08,0,0,0
9874,6511,135,1834-12-20,1835-04-08,1,0,0
9875,3104,136,1835-01-27,1835-04-08,0,0,0
9876,2641,81,1834-12-22,1835-04-08,0,0,0
9877,2714,17,1834-12-20,1835-01-08,0,0,0
9878,3241,17,1835-01-08,1835-04-08,0,0,0
9879,2355,141,1834-12-18,1835-04-08,1,0,0
9880,2798,155,1835-01-12,1835-04-08,0,0,0
9881,1203,42,1834-12-22,1835-04-08,0,0,0
9882,3342,143,1834-12-22,1835-04-08,0,0,0
9883,2179,156,1834-12-23,1835-04-08,1,0,0
9884,3008,25,1834-12-16,1835-04-08,1,0,0
9885,2213,32,1834-12-16,1835-04-08,0,0,0
9886,1073,140,1835-01-01,1835-04-08,0,0,0
9887,1475,157,1834-12-23,1835-04-08,0,0,0
9888,1023,64,1834-12-23,1835-04-08,0,0,0
9889,2777,12,1834-12-17,1835-04-08,0,0,0
9890,2680,146,1834-12-15,1835-04-08,0,0,0
9891,1315,31,1826-05-27,1841-08-30,0,0,0
9892,1198,149,1835-01-05,1835-04-08,0,0,0
9893,6570,150,1834-12-30,1835-04-08,0,0,0
9894,1299,2,1834-11-17,1834-12-09,1,0,0
9895,1299,132,1834-11-17,1834-12-09,1,0,0
9896,1299,135,1834-11-17,1834-12-09,1,0,0
9897,2118,1,1834-11-15,1834-12-09,1,0,0
9898,1299,5,1834-11-21,1834-11-21,1,0,0
9899,1023,5,1834-11-21,1834-11-21,1,0,0
9900,2025,5,1834-11-21,1834-11-21,1,0,0
9901,1664,2,1841-08-30,1846-06-29,1,0,0
9902,1664,59,1841-08-30,1846-06-29,1,0,0
9903,1664,84,1841-08-30,1846-06-29,1,0,0
9904,2884,131,1841-09-08,1844-05-21,0,0,0
9905,2908,131,1844-05-21,1846-06-29,0,0,0
9906,1703,66,1841-09-08,1845-02-04,0,0,0
9907,3781,66,1845-02-04,1846-06-29,0,0,0
9908,3226,82,1841-09-06,1846-03-11,0,0,0
9909,2757,82,1841-09-06,1846-06-27,0,0,0
9910,2798,82,1841-09-06,1841-09-16,0,0,0
9911,2684,82,1841-09-06,1845-04-26,0,0,0
9912,2908,82,1841-09-16,1844-05-21,0,0,0
9913,2912,82,1844-05-21,1845-08-08,0,0,0
9914,3537,82,1845-04-26,1846-03-11,0,0,0
9915,3650,82,1845-08-08,1846-06-27,0,0,0
9916,3736,82,1846-03-11,1846-06-27,0,0,0
9917,3765,82,1846-03-11,1846-06-27,0,0,0
9918,1995,44,1841-09-03,1846-06-29,1,0,0
9919,6541,23,1841-09-03,1846-01-21,1,0,0
9920,6566,23,1846-01-21,1846-06-29,1,0,0
9921,2886,37,1841-09-03,1842-02-02,1,0,0
9922,6566,37,1842-02-02,1846-01-21,1,0,0
9923,1073,37,1846-01-21,1846-06-29,1,0,0
9924,2399,132,1841-09-03,1846-06-29,1,0,0
9925,3601,133,1841-09-03,1846-06-29,0,0,0
9926,6511,21,1841-09-03,1846-06-29,1,0,0
9927,3437,134,1841-09-04,1846-01-27,0,0,0
9928,3645,134,1846-01-27,1846-06-29,0,0,0
9929,2326,135,1841-09-03,1845-12-23,1,0,0
9930,3104,135,1845-12-23,1846-06-29,1,0,0
9931,3568,136,1841-09-08,1846-06-29,0,0,0
9932,1073,33,1841-09-06,1846-01-08,1,0,0
9933,1875,33,1846-01-08,1846-06-29,1,0,0
9934,3241,34,1841-09-10,1845-02-04,0,0,0
9935,3211,81,1841-09-06,1845-02-10,0,0,0
9936,3446,81,1845-02-10,1846-06-29,0,0,0
9937,1388,35,1843-05-17,1846-06-29,1,0,0
9938,2855,161,1841-09-08,1841-09-08,0,0,0
9939,2504,161,1841-09-08,1845-02-17,0,0,0
9940,3785,161,1845-02-17,1845-08-05,0,0,0
9941,2628,161,1845-08-05,1846-06-27,0,0,0
9942,2179,55,1841-09-08,1845-03-01,1,0,0
9943,2504,55,1845-03-01,1846-06-29,1,0,0
9944,1388,6,1841-09-03,1843-05-15,1,0,0
9945,3493,6,1845-02-05,1846-06-29,1,0,0
9946,3378,9,1843-06-10,1845-02-05,0,0,0
9947,2213,25,1841-09-04,1844-05-17,1,0,0
9948,3241,25,1845-02-04,1846-06-29,1,0,0
9949,3437,38,1846-03-02,1846-06-29,0,0,0
9950,2454,32,1841-02-06,1845-02-01,0,0,0
9951,2884,32,1845-02-01,1846-02-14,0,0,0
9952,3104,157,1841-09-09,1845-02-12,0,0,0
9953,1703,157,1845-02-12,1846-06-29,0,0,0
9954,6550,141,1841-09-09,1846-06-29,0,0,0
9955,2471,42,1841-09-09,1844-06-29,0,0,0
9956,3307,27,1841-09-09,1845-08-07,0,0,0
9957,3342,143,1841-09-09,1846-06-29,0,0,0
