member.id,mp.name,mp.sname,mp.fname,mp.dob,mp.dob_approximate,mp.dod,mp.dod_approximate
2471,Mr Jonathan Peel,Peel,Jonathan,1799-01-01,1,1879-12-31,1
2472,Lord John Lumley,Lumley,,1788-01-01,1,1856-12-31,1
2473,Sir Compton Domvile,Domvile,Compton,1775-01-01,1,1857-02-23,0
2474,Mr Joseph Holden Strutt,Strutt,Joseph,1758-11-21,0,1845-02-18,0
2475,Sir Henry Frederick Cooke,Cooke,Henry,1784-01-01,1,1837-03-10,0
2476,Mr David Barclay,Barclay,David,1784-01-01,1,1861-12-31,1
2477,Mr William Marshall,Marshall,William,1796-01-01,1,1872-12-31,1
2478,Mr Gibbs Crawfurd Antrobus,Antrobus,Gibbs,1793-01-01,1,1861-12-31,1
2479,Mr George Edgcumbe,Edgcumbe,George,1800-06-23,0,1882-02-18,0
2480,Mr Le Gendre Nicholas Starkie,Starkie,Le,1799-01-01,1,1868-12-31,1
2481,Hon. William Francis Spencer Ponsonby,Ponsonby,William,1787-01-01,1,1855-12-31,1
2482,Mr John Wood,Wood,John,1788-01-01,1,1856-12-31,1
2483,Mr John Capel,Capel,John,1767-01-01,1,1846-12-31,1
2484,Mr George Spence,Spence,George,1787-01-01,1,1850-12-12,0
2485,Mr Lancelot Shadwell,Shadwell,Lancelot,1779-05-03,0,1850-08-10,0
2486,Mr Henry Dundas,Dundas,Henry,1801-02-25,0,1876-02-01,0
2487,Mr Robert King,King,Robert,1804-07-17,0,1869-10-16,0
2488,Mr Andrew Spottiswoode,Spottiswoode,Andrew,1787-01-01,1,1866-02-20,0
2489,Sir Edward Campbell Rich Owen,Owen,Edward,1771-01-01,1,1849-10-08,0
2490,Mr Augustus Frederick Ellis,Ellis,Augustus,1800-09-17,0,1841-08-16,0
2491,Mr John Fitzgerald,Fitzgerald,John,1775-01-01,1,1852-12-31,1
2492,Mr Edward Davies Davenport,Davenport,Edward,1778-01-01,1,1847-09-09,0
2493,Sir John Easthope,Easthope,John,1784-01-01,1,1865-12-31,1
2494,Mr James Halse,Halse,James,1776-01-01,1,1838-12-31,1
2495,Sir Codrington Edmund Carrington,Carrington,Codrington,1769-10-22,0,1849-11-28,0
2496,Mr Richard Ironmonger,Ironmonger,Richard,1772-01-01,1,1826-12-31,1
2497,Lieut-Colonel Thomas Chaplin,Chaplin,Thomas,1794-01-01,1,1863-12-31,1
2498,Mr Peter du Cane,Cane,Peter,1778-01-01,1,1841-05-01,0
2499,Mr George Wilbraham,Wilbraham,George,1779-01-01,1,1852-12-31,1
2500,Mr Bethell Walrond,Walrond,Bethell,1801-01-01,1,1876-06-01,0
2501,Mr John Wilks,Wilks,John,,1,1846-01-17,0
2502,Mr William Peachey,Peachey,William,1763-01-01,1,1838-11-21,0
2503,Mr Henry Seymour,Seymour,Henry,1776-01-01,1,1849-12-31,1
2504,Mr William Bingham Baring,Baring,William,1799-01-01,1,1864-12-31,1
2505,Mr John Hely Hutchinson,Hutchinson,John,1787-01-01,1,1851-09-14,0
2506,Mr James Brougham,Brougham,James,1780-01-01,1,1834-12-31,1
2507,Mr Henry Villiers-Stuart,Villiers-Stuart,Henry,1803-06-08,0,1874-01-23,0
2508,Mr Paul Beilby Thompson,Thompson,Paul,1784-01-01,1,1852-12-31,1
2509,Mr John George Weld Weld-Forester,Weld-Forester,John,1801-08-09,0,1874-10-10,0
2510,Lord William Thynne,Thynne,William,1803-10-17,0,1890-01-30,0
2511,Mr John Buller,Buller,John,1771-01-10,0,1849-04-03,0
2512,Mr Hugh Morgan Tuite,Tuite,Hugh,1795-01-01,1,1868-12-31,1
2513,Mr Gustavas Rochfort,Rochfort,Gustavas,1782-01-01,1,1848-12-31,1
2514,Mr John Gordon,Gordon,John,1773-01-01,1,1858-12-31,1
2515,Mr John Robert Townshend,Townshend,John,1805-08-09,0,1890-02-14,0
2516,Viscount Howick (Henry George Grey),Grey,,1802-01-01,1,1894-12-31,1
2517,Mr George Churchill,Churchill,George,1793-12-27,0,1857-07-01,0
2518,Mr Anthony Ashley-Cooper,Ashley-Cooper,Anthony,1801-04-28,0,1885-10-01,0
2519,Mr James Wilson,Wilson,James,1777-01-01,1,1830-12-31,1
2520,Hon. William Duncombe,Duncombe,William,1798-01-01,1,1867-12-31,1
2521,Mr Richard Fountayne-Wilson,Fountayne-Wilson,Richard,1783-01-01,1,1847-07-24,0
2522,Mr John Marshall,Marshall,John,1765-01-01,1,1845-06-06,0
2523,Mr James Balfour,Balfour,James,,1,1845-12-31,1
2524,Mr James Sinclair,Sinclair,James,1797-01-01,1,1856-12-31,1
2525,Mr Alexander Duff,Duff,Alexander,1777-01-01,1,1851-03-21,0
2526,Mr Adam Hay,Hay,Adam,1795-12-14,0,1867-01-18,0
2527,Hon. Henry Thomas Liddell,Liddell,Henry,1797-01-01,1,1878-12-31,1
2528,Mr John Hely-Hutchinson,Hely-Hutchinson,John,1795-01-01,1,1842-12-31,1
2529,Mr Alexander Powell,Powell,Alexander,1782-01-01,1,1847-12-31,1
2530,Mr Colin Macaulay,Macaulay,Colin,1760-01-01,1,1836-02-20,0
2531,Mr Lawrence Peel,Peel,Lawrence,1801-01-01,1,1888-12-10,0
2532,Mr Felix Thomas Tollemache,Tollemache,Felix,1796-01-01,1,1843-10-05,0
2533,Mr Lionel William John Tollemache,Tollemache,Lionel,1794-11-18,0,1878-09-23,0
2534,Mr Robert Adam Dundas,Dundas,Robert,1804-01-01,1,1877-12-31,1
2535,Mr Charles Mackinnon,Mackinnon,Charles,1773-01-01,1,1833-10-19,0
2536,Mr Rowland Stephenson,Stephenson,Rowland,1782-05-19,0,1856-07-02,0
2537,Mr John Morison,Morison,John,1758-01-01,1,1835-12-31,1
2538,Mr James Staunton Lambert,Lambert,James,1789-01-01,1,1867-12-31,1
2539,Mr Joseph Planta,Planta,Joseph,1787-01-01,1,1847-12-31,1
2540,Mr Louis Hayes Petit,Petit,Louis,1774-01-01,1,1849-11-13,0
2541,Mr James Loch,Loch,James,1780-01-01,1,1855-12-31,1
2542,Mr Thomas Wallace,Wallace,Thomas,1766-01-01,1,,1
2543,Sir Michael Shaw Stewart,Stewart,Michael,1788-01-01,1,1836-12-31,1
2544,Mr John Boyle,Boyle,John,1803-03-13,0,1874-12-06,0
2545,Mr Hugh Dick,Dick,Hugh,1780-01-01,1,1830-08-01,0
2546,Mr Nathaniel William Peach,Peach,Nathaniel,1786-01-01,1,1835-12-31,1
2547,Mr Edward Burtenshaw Sugden,Sugden,Edward,1781-02-12,0,1875-01-29,0
2548,Mr William Smith O'Brien,O'Brien,William,1803-01-01,1,1864-12-31,1
2549,Sir Stratford Canning,Canning,Stratford,1786-11-04,0,1880-08-14,0
2550,Mr John Norman Macleod,Macleod,John,1788-01-01,1,1835-12-31,1
2551,Mr William Ewart,Ewart,William,1798-01-01,1,1869-12-31,1
2552,Mr Daniel O'Connell,O'Connell,Daniel,1775-01-01,1,1847-12-31,1
2553,Mr George Burrard,Burrard,George,1805-10-13,0,1870-09-07,0
2554,Sir Edward Denny,Denny,Edward,1773-01-01,1,1831-08-01,0
2555,Mr Arthur Howe Holdsworth,Holdsworth,Arthur,,1,,1
2556,Marquess of Arthur Richard Wellesley Douro,Douro,,1807-01-01,1,1884-12-31,1
2557,Sir William Scott,Scott,William,1803-01-01,1,1871-12-31,1
2558,Mr William Pitt Amherst,Amherst,William,1805-09-03,0,1886-03-26,0
2559,Mr Thomas Henry Sutton Sotheron-Estcourt,Sotheron-Estcourt,Thomas,1801-01-01,1,1876-12-31,1
2560,Mr Michael Thomas Sadler,Sadler,Michael,1780-01-03,0,1835-07-29,0
2561,Mr William Vesey-Fitzgerald,Vesey-Fitzgerald,William,1783-01-01,1,1843-05-11,0
2562,Sir Henry Fane,Fane,Henry,1778-11-26,0,1840-03-21,0
2563,Mr John Scott,Scott,John,1805-12-10,0,1854-09-18,0
2564,Mr Spencer Horsey Kilderbee,Kilderbee,Spencer,1790-01-01,1,1860-05-20,0
2565,Mr William Blair,Blair,William,,1,1841-12-31,1
2566,Mr Henry Thomas Hope,Hope,Henry,1808-01-01,1,1862-12-04,0
2567,Earl of Arundel and Surrey (Henry Charles Fitzalan-Howard),Fitzalan-Howard,Henry,1791-08-12,0,1856-02-18,0
2568,Lord William Cavendish,Cavendish,,1808-01-01,1,1891-12-31,1
2569,Mr Robert Vernon Smith,Smith,Robert,1800-01-01,1,1873-12-31,1
2570,Sir Philip Charles Sidney,Sidney,Philip,1800-03-11,0,1851-03-04,0
2571,Mr James Barlow Hoy,Hoy,James,,1,1843-12-31,1
2572,Mr Thomas Babington Macaulay,Macaulay,Thomas,1800-01-01,1,1859-12-31,1
2573,Mr Eyre Coote,Coote,Eyre,1806-01-01,1,1834-12-31,1
2574,Mr John Ward,Ward,John,1779-01-01,1,1855-12-31,1
2575,Mr Arthur James Plunkett,Plunkett,Arthur,1791-03-29,0,1869-04-22,0
2576,Mr Philip Pusey,Pusey,Philip,1799-01-01,1,1855-12-31,1
2577,Mr Charles Buller,Buller,Charles,1806-01-01,1,1848-12-31,1
2578,Mr Thomas Gardiner Bramston,Bramston,Thomas,1770-01-01,1,1831-02-03,0
2579,Mr Joseph Neeld,Neeld,Joseph,1789-01-01,1,1856-12-31,1
2580,Mr John Loch,Loch,John,,1,,1
2581,Sir Edward Cholmeley Dering,Dering,Edward,1807-01-01,1,1896-12-31,1
2582,Mr James Hewitt Massy Dawson,Dawson,James,,1,,1
2583,Mr George De Lacy Evans,Evans,George,1787-01-01,1,1870-01-09,0
2584,Mr George Grenville Wandisford Pigott,Pigott,George,1796-01-01,1,1865-12-31,1
2585,Viscount Stormont (William David Murray),Murray,,1806-01-01,1,1898-12-31,1
2586,Lord Dudley Stuart,Stuart,Dudley,1803-01-01,1,1854-12-31,1
2587,Mr Christopher Blackett,Blackett,Christopher,1788-01-01,1,1847-12-31,1
2588,Mr Henry Burton-Peters,Burton-Peters,Henry,1792-01-01,1,1874-11-24,0
2589,Mr Frederick Hamilton Cornewall,Cornewall,Frederick,1791-01-01,1,1845-12-31,1
2590,Mr Robert William Mills,Mills,Robert,1777-01-01,1,1851-12-31,1
2591,Mr Charles Stuart-Wortley-Mackenzie,Stuart-Wortley-Mackenzie,Charles,1802-06-03,0,1844-05-22,0
2592,Mr Richard Watson George Augustus Frederick Cowper,Cowper,Richard,,1,1852-07-24,0
2593,Sir Philip de Malpas Grey Egerton,Egerton,Philip,1806-01-01,1,1881-12-31,1
2595,Mr Edward Strutt,Strutt,Edward,1801-01-01,1,1880-12-31,1
2596,Mr Thomas Arthur Kemmis,Kemmis,Thomas,1806-01-01,1,1858-12-31,1
2597,Mr John Cheesment-Severn,Cheesment-Severn,John,1781-10-27,0,1875-12-17,0
2598,Sir John Villiers Shelley,Shelley,John,1808-01-01,1,1867-12-31,1
2599,Mr John Thomas Hope,Hope,John,1807-01-01,1,1835-04-27,0
2600,Mr John Philpotts,Philpotts,John,1775-07-01,0,,1
2601,Mr George Harris,Harris,George,,1,,1
2602,Sir Thomas Aston Clifford-Constable,Clifford-Constable,Thomas,1807-05-03,0,1870-12-23,0
2603,Sir Samuel John Brooke Pechell,Pechell,Samuel,1785-01-01,1,1849-12-31,1
2604,Mr John Weyland,Weyland,John,1774-12-04,0,1854-05-08,0
2605,Mr Michael Bruce,Bruce,Michael,1787-01-01,1,1861-12-31,1
2606,Mr James Joseph Hope Vere,Vere,James,1785-01-01,1,1843-12-31,1
2607,Mr William Battie Wrightson,Wrightson,William,1789-01-01,1,1879-12-31,1
2608,Mr George Schonswar,Schonswar,George,1775-01-01,1,1859-01-19,0
2609,Mr John Fardell,Fardell,John,1784-01-01,1,1854-02-05,0
2610,Mr William Tatton Egerton,Egerton,William,1806-01-01,1,1883-12-31,1
2611,Mr Henry Winchester,Winchester,Henry,1777-01-01,1,1838-12-31,1
2612,Mr John Abel Smith,Smith,John,1802-01-01,1,1871-12-31,1
2613,Viscount Dungannon (Arthur Trevor),Trevor,,1798-01-01,1,1862-12-31,1
2614,Sir William Miles,Miles,William,1797-01-01,1,1878-12-31,1
2615,Mr John Hodgson,Hodgson,John,1806-01-01,1,1869-12-31,1
2616,Lord Edward Adolphus Seymour Seymour,Seymour,,1804-01-01,1,1885-12-31,1
2617,Baron Baron Dover,Dover,,1797-01-17,0,1833-07-10,0
2618,Hon. Henry Valentine Stafford Jerningham,Jerningham,Henry,1802-01-01,1,1884-12-31,1
2619,Sir Culling Eardley Smith,Smith,Culling,1805-04-21,0,1863-05-21,0
2620,Mr John Gregson,Gregson,John,1806-01-01,1,1879-12-31,1
2621,Mr Samuel Grove Price,Price,Samuel,1793-01-01,1,1839-12-31,1
2622,Sir John Campbell,Campbell,John,1779-01-01,1,1861-12-31,1
2623,Mr Thomas Gisborne,Gisborne,Thomas,,1,1852-12-31,1
2624,Mr Edward Blount,Blount,Edward,1769-01-01,1,1843-03-01,0
2625,Hon. Granville Dudley Ryder,Ryder,Granville,1799-01-01,1,1879-12-31,1
2626,Mr James Ewing,Ewing,James,1775-01-01,1,1853-12-31,1
2627,Mr William Henry Lytton Earle Bulwer,Bulwer,William,1801-02-13,0,1872-05-23,0
2628,Viscount Mahon (Philip Henry Stanhope),Stanhope,,1805-01-01,1,1875-12-31,1
2629,Mr George Lowther Thompson,Thompson,George,1786-01-01,1,1841-12-31,1
2630,Sir James Carnegie,Carnegie,James,1799-01-01,1,1849-01-30,0
2631,Mr Stephens Lyne-Stephens,Lyne-Stephens,Stephens,1801-01-01,1,1860-02-28,0
2632,Mr George Tudor,Tudor,George,1792-01-01,1,1857-12-24,0
2633,Mr Frederick Polhill,Polhill,Frederick,1798-01-01,1,1848-12-31,1
2634,Mr Charles Wynne Griffith-Wynne,Griffith-Wynne,Charles,1780-01-01,1,1865-12-31,1
2635,Mr Henry John Adeane,Adeane,Henry,1789-01-01,1,1847-05-11,0
2636,Lord George Augusta Hill,Hill,George,1801-12-09,0,1879-04-05,0
2637,Mr Matthew Pennefather,Pennefather,Matthew,1784-01-01,1,1858-12-31,1
2638,The O'Gorman Mahon (Charles James Patrick O'Gorman Mahon),Mahon,Charles,1800-03-17,0,1891-06-15,0
2639,Hon. Philip Pleydell-Bouverie,Pleydell-Bouverie,Philip,1788-01-01,1,1872-12-31,1
2640,Mr Richard Boyle,Boyle,Richard,1809-05-12,0,1868-08-01,0
2641,Lord Anthony Ashley,Ashley,,1801-01-01,1,1885-12-31,1
2642,Sir John Rae Reid,Reid,John,1791-01-01,1,1867-12-31,1
2643,Mr James Brougham Charles Shaw-Lefevre,Shaw-Lefevre,James,1780-01-16,0,1833-12-24,0
2644,Mr Frederick Shaw,Shaw,Frederick,1799-01-01,1,1876-12-31,1
2645,Lord Brabazon (William Chambre Brabazon),Brabazon,,1803-01-01,1,1887-12-31,1
2646,Lord Montagu William Graham,Graham,William,1807-01-01,1,1878-12-31,1
2647,Mr John Hobart Caradoc,Caradoc,John,1799-10-16,0,1873-10-09,0
2648,Mr Frederick Barne,Barne,Frederick,1801-01-01,1,1886-03-01,0
2649,Sir Roger Gresley,Gresley,Roger,1799-01-01,1,1837-12-31,1
2650,Mr James Alexander St.Clair-Erskine,St.Clair-Erskine,James,1802-02-15,0,1866-06-16,0
2651,Hon. Arthur Duncombe,Duncombe,Arthur,1806-01-01,1,1889-12-31,1
2652,Sir John Tyssen Tyrell,Tyrell,John,1795-01-01,1,1877-12-31,1
2653,Mr Archibald Kennedy,Kennedy,Archibald,1794-06-04,0,1832-08-12,0
2654,Sir John Burke,Burke,John,1782-01-01,1,1847-09-14,0
2655,Viscount Ingestre (Henry John Chetwynd-Talbot),Chetwynd-Talbot,,1803-01-01,1,1868-12-31,1
2656,Mr Thomas Law Hodges,Hodges,Thomas,1776-01-01,1,1857-12-31,1
2657,Hon. William Browne,Browne,William,1791-01-01,1,1876-12-31,1
2658,Mr Nicholas Philpot Leader,Leader,Nicholas,1773-01-01,1,1836-12-31,1
2659,Mr John Butler,Butler,John,1808-08-24,0,1854-09-25,0
2660,Mr Charles Douglas,Douglas,Charles,1775-10-26,0,1848-09-10,0
2661,Mr John Wilson-Patten,Wilson-Patten,John,1802-01-01,1,1892-12-31,1
2662,Sir James Willoughby Gordon,Gordon,James,1772-10-21,0,1851-01-04,0
2663,Mr Anthony Lefroy,Lefroy,Anthony,1800-01-01,1,1890-12-31,1
2664,Mr William Vesey-Fitzgerald,Vesey-Fitzgerald,William,1769-01-01,1,1843-05-11,0
2665,Mr George Stevens Byng,Byng,George,1769-11-07,0,1845-02-01,0
2666,Mr John Heywood Hawkins,Hawkins,John,1802-01-01,1,1877-12-31,1
2667,Mr Lloyd Kenyon,Kenyon,Lloyd,1805-04-01,0,1869-07-14,0
2668,Lord Worsley (Charles Worsley Anderson Pelham),Pelham,Charles,1809-01-01,1,1862-12-31,1
2669,Sir William John Henry Browne Ffolkes,Ffolkes,William,1786-01-01,1,1860-12-31,1
2670,Sir Robert Henry Gunning,Gunning,Robert,1795-12-26,0,1862-09-22,0
2671,Mr Thomas Wentworth Beaumont,Beaumont,Thomas,1792-11-05,0,1849-12-18,0
2672,Mr William Hughes Hughes,Hughes,William,1792-01-01,1,1874-12-31,1
2673,Lord Montagu Bertie Norreys,Norreys,,1808-01-01,1,1884-12-31,1
2674,Mr James William Freshfield,Freshfield,James,1775-01-01,1,1864-12-31,1
2676,Sir William George Jolliffe,Jolliffe,William,1800-01-01,1,1876-12-31,1
2677,Mr Gilbert East Jolliffe,Jolliffe,Gilbert,1802-01-01,1,1833-12-17,0
2678,Sir Charles Ogle,Ogle,Charles,1775-05-24,0,1858-06-16,0
2679,Mr William Holmes Sir Philip Charles Henderson Calderwood,Calderwood,William,1779-01-01,1,1851-01-26,0
2680,Viscount Villiers (George Augustus Frederick Child Villiers),Villiers,,1808-01-01,1,1859-12-31,1
2681,Mr Owen O'Conor,O'Conor,Owen,1763-01-01,1,1831-12-31,1
2682,Colonel Hugh Duncan Baillie,Baillie,Hugh,1777-01-01,1,1866-12-31,1
2683,Mr Francis Robert Bonham,Bonham,Francis,1786-01-01,1,,1
2684,Mr Alexander Pringle,Pringle,Alexander,1791-01-01,1,1857-12-31,1
2685,Mr William Stratford Dugdale,Dugdale,William,1801-04-01,0,1871-09-15,0
2686,Mr Edward Penrhyn,Penrhyn,Edward,1794-01-01,1,1861-12-31,1
2687,Mr Richard Jenkins,Jenkins,Richard,1785-01-01,1,1853-12-31,1
2688,Mr John Arthur Wynne,Wynne,John,1801-01-01,1,1865-12-31,1
2689,Mr Edward Joshua Cooper,Cooper,Edward,1798-01-01,1,1863-12-31,1
2690,Mr Edward Ayshford Sanford,Sanford,Edward,1794-01-01,1,1871-12-31,1
2691,Mr John Rawlinson Harris,Harris,John,1780-01-01,1,1830-08-27,0
2692,Viscount Grimston (James Walter Grimston),Grimston,,1809-01-01,1,1895-12-31,1
2693,Mr Charles Tennant,Tennant,Charles,1796-01-01,1,1873-12-31,1
2694,Mr James Morrison,Morrison,James,1790-01-01,1,1857-12-31,1
2695,Mr James Johnston,Johnston,James,1802-01-01,1,1841-12-31,1
2696,Mr William Sloane-Stanley,Sloane-Stanley,William,1781-01-01,1,1860-04-11,0
2697,Sir Henry Edward Bunbury,Bunbury,Henry,1778-05-04,0,1860-04-13,0
2698,Mr Charles Tyrrell,Tyrrell,Charles,1776-01-01,1,1872-01-02,0
2699,Mr John Ivatt Briscoe,Briscoe,John,1791-01-01,1,1870-12-31,1
2700,Mr Herbert Barrett Curteis,Curteis,Herbert,1793-01-01,1,1847-12-31,1
2701,Marquess of Tavistock (William Russell),Russell,William,1809-01-01,1,1872-12-31,1
2702,Hon. Francis Baring,Baring,Francis,1800-01-01,1,1868-12-31,1
2703,Mr Thomas Wyse,Wyse,Thomas,1791-01-01,1,1862-12-31,1
2704,Mr Charles Barry Baldwin,Baldwin,Charles,,1,1859-12-31,1
2705,Mr James Adam Gordon James Mackillop,Mackillop,James,1791-01-01,1,1854-12-31,1
2706,Sir Hugh Stewart,Stewart,Hugh,1792-01-01,1,1854-12-31,1
2707,Mr John Edwards-Vaughan,Edwards-Vaughan,John,1772-03-29,0,1833-08-16,0
2708,Hon. Thomas Henry Foley,Foley,Thomas,1808-01-01,1,1869-12-31,1
2709,Mr Richard Bethell,Bethell,Richard,1772-01-01,1,1864-12-31,1
2710,Sir Charles Cockerell and Archibald Kennedy,Kennedy,Charles,,1,,1
2711,Lord Henry Manners Waterpark,Waterpark,,1793-01-01,1,1863-12-31,1
2712,Mr Henry Hunt,Hunt,Henry,1773-11-06,0,1835-02-15,0
2713,Mr Thomas Gladstone,Gladstone,Thomas,1804-01-01,1,1889-12-31,1
2714,Mr Winthrop Mackworth Praed,Praed,Winthrop,1802-07-26,0,1839-07-15,0
2715,Sir Sir JohnVanden-Bempde-Johnstone,JohnVanden-Bempde-Johnstone,,1799-08-28,0,1869-02-24,0
2716,Lord Francis Bernard,Bernard,,1810-01-01,1,1877-12-31,1
2717,Mr David Lyon,Lyon,David,1794-01-01,1,1872-12-31,1
2718,Mr Francis Jeffrey,Jeffrey,Francis,1773-01-01,1,1850-12-31,1
2719,Sir Richard Bulkeley Williams-Bulkeley,Williams-Bulkeley,Richard,1801-01-01,1,1875-12-31,1
2720,Mr Philip Cecil Crampton,Crampton,Philip,1782-01-01,1,1862-12-29,0
2721,Mr John Hodgson Kearsley,Kearsley,John,,1,1842-12-31,1
2722,Mr Maurice O'Connell,O'Connell,Maurice,1801-01-01,1,1853-06-18,0
2723,Mr William Burge,Burge,William,1786-01-01,1,1849-12-31,1
2724,Mr Patrick Maxwell Stewart,Stewart,Patrick,1795-01-01,1,1846-12-31,1
2725,Mr Richard Lalor Sheil,Sheil,Richard,1791-01-01,1,1851-12-31,1
2726,Viscount Enfield (George Stevens Byng),Byng,George,1806-01-01,1,1886-12-31,1
2727,Sir George Montgomery,Montgomery,George,1765-01-01,1,1831-07-09,0
2728,Mr William Ogilvy,Ogilvy,William,1794-01-01,1,1871-04-10,0
2729,Mr William Lyon,Lyon,William,1807-01-01,1,1892-12-31,1
2730,Mr James Lewis Knight-Bruce,Knight-Bruce,James,1791-02-15,0,1866-11-07,0
2731,Viscount Duncannon (John George Brabazon Ponsonby),Ponsonby,,1809-01-01,1,1880-12-31,1
2733,Mr William Venables,Venables,William,1786-01-01,1,1840-07-30,0
2734,Mr William Mayhew,Mayhew,William,1787-01-01,1,1855-12-31,1
2735,Mr Robert Henry Stanhope,Stanhope,Robert,1802-04-21,0,1839-03-02,0
2736,Mr John Charles George Savile,Savile,John,1810-06-04,0,1899-08-17,0
2737,Mr Charles Francis Norton,Norton,Charles,1807-02-04,0,1834-10-27,0
2738,Mr Edward John Stanley,Stanley,Edward,1802-11-13,0,1869-06-16,0
2739,Hon. Edward Robert Petre,Petre,Edward,1795-01-01,1,1848-12-31,1
2740,Hon. George Robert Smith,Smith,George,1793-01-01,1,1869-12-31,1
2741,Mr Martin Tucker Smith,Smith,Martin,1803-07-06,0,1880-10-10,0
2742,Mr John Thomas Hope,Hope,John,1807-01-01,1,1835-04-24,0
2743,Mr Joseph Yorke,Yorke,Joseph,1807-01-11,0,1889-02-04,0
2744,Mr Thomas Pemberton,Pemberton,Thomas,1793-01-01,1,1867-12-31,1
2745,Mr Richard Godson,Godson,Richard,1797-01-01,1,1849-12-31,1
2746,Mr James  Halse,Halse,James,1776-01-01,1,1838-05-01,0
2747,Mr Digby Cayley Wrangham,Wrangham,Digby,1805-06-01,0,1863-12-31,1
2748,Mr Charles George James Arbuthnot,Arbuthnot,Charles,1801-01-01,1,1870-12-31,1
2749,Lord Edward Thynne,Thynne,Edward,1807-01-01,1,1884-12-31,1
2750,Mr Henry John George Herbert,Herbert,Henry,1800-06-08,0,1849-12-10,0
2751,Mr Horatio Ross,Ross,Horatio,1801-01-01,1,1886-12-31,1
2752,Mr Andrew Johnston,Johnston,Andrew,1798-01-01,1,1862-12-31,1
2753,Sir Peter Payne,Payne,Peter,1762-02-01,0,1843-01-23,0
2754,Lord Lovaine (Algernon George Percy),Percy,,1810-01-01,1,1899-12-31,1
2755,Mr Robert George Throckmorton,Throckmorton,Robert,1800-01-01,1,1862-12-31,1
2756,Mr James Foster,Foster,James,1787-01-01,1,1853-04-12,0
2757,Mr Henry Bingham Baring,Baring,Henry,1804-01-01,1,1869-12-31,1
2758,Mr Edward Charles Hugh Herbert,Herbert,Edward,1802-03-30,0,1852-05-30,0
2759,General Charles Richard Fox,Fox,Charles,1796-01-01,1,1873-12-31,1
2760,Sir John Milley Doyle,Doyle,John,1781-01-01,1,1856-08-09,0
2762,Mr Foster Cunliffe-Offley,Cunliffe-Offley,Foster,1782-08-01,0,1832-04-19,0
2763,Mr William Blamire,Blamire,William,1790-01-01,1,1862-12-31,1
2764,Hon. George John Venables Venables-Vernon,Venables-Vernon,George,1803-01-01,1,1866-12-31,1
2765,Mr Louis Perrin,Perrin,Louis,1782-01-01,1,1864-12-31,1
2766,Mr Robert Way Harty,Harty,Robert,1779-12-27,0,1832-10-18,0
2767,Mr James Edward Gordon,Gordon,James,1789-01-01,1,1864-12-31,1
2768,Mr George Charles Pratt,Pratt,George,1799-05-02,0,1866-08-08,0
2769,Sir Hedworth Williamson,Williamson,Hedworth,1797-01-01,1,1861-12-31,1
2770,Sir William Gordon Gordon-Cumming,Gordon-Cumming,William,1787-07-20,0,1854-11-25,0
2771,Mr William Vesey Fitzgerald,Fitzgerald,William,1783-01-01,1,1843-05-11,0
2772,Mr John James Bodkin,Bodkin,John,1801-01-01,1,1882-01-01,0
2773,Mr Joseph Dixon,Dixon,Joseph,1800-01-01,1,1844-01-15,0
2774,Hon. Henry George Francis Moreton,Moreton,Henry,1802-01-01,1,1853-12-31,1
2775,Mr Robert Steuart,Steuart,Robert,1807-01-01,1,1843-07-15,0
2776,Mr John Currie,Currie,John,1797-01-01,1,1873-05-19,0
2777,Sir Frederick Pollock,Pollock,Frederick,1783-01-01,1,1870-12-31,1
2778,Mr Charles Lennox Cumming-Bruce,Cumming-Bruce,Charles,1790-01-01,1,1875-12-31,1
2779,Mr Thomas Rider,Rider,Thomas,1765-01-01,1,1847-12-31,1
2780,Sir Josiah William Hort,Hort,Josiah,1791-07-06,0,1876-08-24,0
2781,Mr William Downe Gillon,Gillon,William,1801-01-01,1,1846-12-31,1
2782,Mr Benjamin Heywood,Heywood,Benjamin,1793-12-12,0,1865-08-11,0
2783,Sir John Malcolm,Malcolm,John,1769-05-02,0,1833-05-30,0
2784,Mr Thomas Paget,Paget,Thomas,1778-01-01,1,1862-11-25,0
2785,Mr Thomas Brayen,Brayen,Thomas,1800-01-01,1,1864-12-31,1
2786,Mr William Bertram Evans,Evans,William,1801-01-01,1,1850-12-31,1
11040,Mr Gordon Brown,Brown,,1951-02-20,0,,
2787,Mr Richard Lalor Shiel,Shiel,Richard,1791-08-17,0,1851-05-25,0
2788,Mr William Samuel Best,Best,William,1798-02-19,0,1869-02-28,0
2789,Sir Benjamin Hall,Hall,Benjamin,1802-01-01,1,1867-12-31,1
2790,Mr Charles Tottenham,Tottenham,Charles,1807-01-01,1,1886-12-31,1
2792,Mr Edmund Peel,Peel,Edmund,1791-01-01,1,1850-12-31,1
2793,Mr James Joseph Hope-Vere,Hope-Vere,James,1785-01-01,1,1843-12-31,1
2794,Mr Charles Stewart,Stewart,Charles,1802-01-01,1,1891-06-30,0
2795,Sir John Colquhoun Grant,Grant,John,1764-01-01,1,1835-12-31,1
2796,Mr James Alexander Stewart-Mackenzie,Stewart-Mackenzie,James,1784-01-01,1,1843-12-31,1
2797,Mr Frederick Villiers,Villiers,Frederick,1801-01-01,1,1871-12-31,1
2798,Mr Alexander Perceval,Perceval,Alexander,1788-01-01,1,1858-12-09,0
